Borough,the_geom,OBJECTID,Loc,Street_Nam,From_Stree,To_Street,Index,May07_AM,May07_PM,May07_MD,Sept07_AM,Sept07_PM,Sept07_MD,May08_AM,May08_PM,May08_MD,Sept08_AM,Sept08_PM,Sept08_MD,May09_AM,May09_PM,May09_MD,Sept09_AM,Sept09_PM,Sept09_MD,May10_AM,May10_PM,May10_MD,Sept10_AM,Sept10_PM,Sept10_MD,May11_AM,May11_PM,May11_MD,Sept11_AM,Sept11_PM,Sept11_MD,May12_AM,May12_PM,May12_MD,Sept12_AM,Sept12_PM,Sept12_MD,May13_AM,May13_PM,May13_MD,Sept13_AM,Sept13_PM,Sept13_MD,May14_AM,May14_PM,May14_MD,Sept14_AM,Sept14_PM,Sept14_MD,May15_AM,May15_PM,May15_MD,Sept15_AM,Sept15_PM,Sept15_MD,May16_AM,May16_PM,May16_MD,Sept16_AM,Sept16_PM,Sept16_MD,May17_AM,May17_PM,May17_MD,Sept17_AM,Sept17_PM,Sept17_MD,May18_AM,May18_PM,May18_MD,Sept18_PM,Sept18_MD,May19_AM,May19_PM,May19_MD
Queens,POINT (-73.79555468117455 40.70653426935821),71,71,165th Street,89th Avenue,Jamaica Avenue,N,824,3972,2800,717,4789,3429,710,4372,2787,882,3550,2237,804,4812,3254,727,5177,3428,757,2814,3621,970,7848,3875,979,6751,3698,992,5450,4133,750,2898,4713,828,"5,531","3,311",895,"5,050","4,363",979,"4,207","3,073",763,"4,317","3,923",848,"4,106","2,048",721,"3,827","2,517",987,4981,3101,965,"3,676","3,653","1,071","3,859","3,809",782,"5,360","3,509","1,165","4,684","4,333",455,"3,877","2,641","2,658","2,232",-,-,-
Queens,POINT (-73.89225364571111 40.748911553014786),72,72,37th Avenue,73rd Street,74th Street,Y,1002,4106,3142,1159,4398,3500,1058,4594,3367,1592,5184,3561,1236,4575,2782,988,3551,2574,1113,4116,2710,1361,4279,3412,1406,5929,3648,1410,5977,2618,1244,3408,3457,918,"4,761","3,605","1,210","3,556","3,188","1,349","5,683","3,742","1,347","4,926","2,877","1,720","5,356","2,660","1,215","4,757","2,564",1193,5667,2780,"1,258","5,240","2,319","1,332","4,646","2,305","1,256","4,618","2,495","1,378","4,375","2,787","1,242","4,233","2,949","4,960","2,985",681,"4,187","3,023"
Queens,POINT (-73.88412639509387 40.74873155074405),73,73,82nd Street,37th Avenue,Roosevelt Avenue,Y,1739,4753,3114,2933,8401,6054,2299,6851,2650,2130,3541,5198,2733,10839,6515,2545,7483,4969,2850,10144,7431,3949,14738,7602,2506,10249,5125,2649,9941,5022,2088,2972,5854,"2,642","8,772","6,132","2,662","9,288","6,726","2,674","8,868","6,825","2,510","8,668","4,657","2,888","8,781","4,539","2,640","8,479","5,501",3047,8648,6037,"2,868","9,190","5,285","2,905","8,768","6,429","2,920","8,534","6,133","2,776","8,450","6,170","2,774","8,927","4,252","8,486","5,238","2,016","8,641","5,491"
Queens,POINT (-73.84534157919526 40.7203657448148),74,74,Austin Street,71st Ave,70th Road,Y,622,4356,2227,514,3127,2891,1585,4355,2433,705,4216,2469,729,4351,2420,728,4407,2891,657,4232,2388,799,4039,3631,657,3971,4326,768,4435,3200,940,2985,3954,834,"4,530","4,376",995,"5,334","5,522","1,166","5,008","4,238",787,"4,128","3,621",840,"4,566","3,357","1,037","5,267","4,120",669,3653,3956,871,"5,007","3,938",902,"3,818","3,199",787,"5,835","4,623",866,"4,765","2,387",700,"4,454","4,273","4,906","2,908",770,"5,059","3,635"
Queens,POINT (-73.77114917957029 40.763933421154),75,75,Bell Boulevard,40th Avenue,41st Avenue,N,549,1578,968,597,1802,1209,469,1292,1282,513,1217,1160,481,1656,785,426,1506,855,553,1958,1095,650,1739,800,617,2106,1562,503,1836,1020,552,775,1241,576,"1,699","1,265",496,"1,807","1,226",497,"1,472","1,575",754,"1,880","1,874",815,"2,136",950,853,"1,644","1,962",781,2092,1162,"1,002","2,149","1,973",879,"2,479",756,637,"1,484","1,573",632,"1,788","1,369",762,"1,558","1,054","2,607","1,481",-,-,-
Queens,POINT (-73.89530306861195 40.702876659989485),76,76,Fresh Pond Road,Cypress Hills Street,70th Avenue,N,467,954,649,541,965,565,413,980,414,530,1028,463,511,827,447,484,875,514,429,919,636,509,911,590,444,1007,644,286,755,747,455,197,1241,482,799,603,426,918,607,442,"1,008",555,349,787,380,535,805,531,302,"1,017",425,662,975,643,515,661,385,531,668,346,499,559,391,371,491,376,176,311,191,254,195,-,-,-
Queens,POINT (-73.79247827489311 40.71091966309363),77,77,Hillside Avenue,169th Street,170th Street,Y,1693,3280,2006,1429,2988,2165,836,3442,1693,923,3784,1553,799,3564,1854,826,3811,2184,889,3747,2154,977,3997,1710,991,3977,2348,1069,3531,1453,902,1904,2388,"1,063","3,427","1,615","1,211","2,973","1,509",930,"3,392","1,943","1,314","4,635","1,970",668,"3,240","1,791",824,"3,709","1,899",982,4146,1805,988,"3,577","1,712",959,"3,719","1,668",824,"3,545","2,480","1,131","1,691","1,146","1,015","2,556","2,657","2,820","2,032",936,"2,520","1,537"
Queens,POINT (-73.93947115150922 40.74817129070958),78,78,Jackson Avenue,Queens Street,42nd Road,N,354,425,108,411,408,62,380,509,112,348,382,69,451,360,79,242,424,288,294,319,238,326,406,213,401,463,159,403,482,157,669,463,222,631,535,198,647,632,300,694,960,296,668,897,284,660,600,129,338,614,234,520,1081,264,526,"1,056",742,723,"1,211",326,707,999,758,818,959,522,884,"1,374",940,"1,685","1,473",-,-,-
Queens,POINT (-73.80593752065843 40.70182238071841),79,79,Jamaica Avenue,148th Street,149th Street,N,813,3336,2133,639,3384,2246,621,3020,2458,735,2789,1896,747,3443,2598,698,3324,1861,651,2492,2498,821,1942,2261,789,2601,2769,602,3152,2373,708,2150,2175,723,"2,766","2,423",751,"3,245","2,297",817,"2,821","2,063",782,"2,766","2,096",530,"2,948","1,807",896,"3,321","2,400",769,2291,2036,896,"3,171","2,131",996,"3,328","1,687",825,"3,599","1,562","1,625","3,046","2,379",887,"3,589","2,486","2,516","2,302",-,-,-
Queens,POINT (-73.79726496612192 40.704505550443585),80,80,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,Y,1390,11407,5326,1636,12671,5988,949,8011,7008,1259,9860,4666,1286,9724,4969,1149,10148,5407,1149,7372,8770,1350,7149,6271,1495,11961,7961,1363,13426,9834,1566,7315,8328,"1,414","9,346","7,293","1,521","8,935","5,882","1,430","7,896","7,105","1,359","10,063","7,273","1,465","10,097","7,681","1,215","6,715","4,764",1697,8924,4798,"1,280","6,167","5,079","1,326","6,383","4,747","1,413","9,075","5,155","1,228","10,284","7,037","1,366","8,544","7,393","8,103","5,962","1,238","9,483","5,662"
Queens,POINT (-73.85779008961042 40.692596324758554),81,81,Jamaica Avenue,86th Street,87th Street,N,790,2313,1864,894,2188,1597,644,2007,1531,776,2158,1746,758,1892,1710,678,1987,1478,784,2486,1634,842,2367,1397,788,1758,1952,1095,2465,1537,704,1157,1320,912,"1,925","1,295",867,"2,065","1,690",835,"1,902","1,643","1,005","1,914","1,652","1,036","1,874","1,224","1,159","2,138","1,616",1352,2203,1312,"1,005","1,845","1,425","1,234","1,685","1,420","1,190","1,616","1,585",887,"1,287","1,524","1,582","2,187","1,296","2,317","1,422",-,-,-
Queens,POINT (-73.83093435527091 40.76118578331913),82,82,Main Street,37th Avenue,38th Avenue,Y,1805,6685,8266,1560,5818,7615,1444,5548,8784,1316,4706,9169,1563,5406,5867,2008,7670,6584,1558,6559,7886,1942,7235,6510,1644,8323,7368,2031,6043,6721,2450,5932,4723,"2,581","7,948","8,447","2,266","8,751","8,554","2,169","7,998","7,097","2,068","8,045","6,733","2,291","8,105","4,731","2,333","8,040","5,555",1977,8652,5557,"2,005","7,775","6,579","2,524","8,379","6,689","2,782","8,993","8,675","3,807","11,109","7,963","2,457","8,309","8,395","8,521","6,662","2,179","8,440","6,409"
Queens,POINT (-73.78539020907581 40.69769336243354),83,83,Merrick Boulevard,108th Drive,169th Place,N,63,149,57,70,108,80,98,207,76,54,87,94,26,105,63,32,132,75,62,149,86,163,310,79,163,335,305,189,368,189,87,132,119,83,139,130,162,220,178,112,387,166,89,232,134,150,267,176,90,202,76,84,165,89,68,231,95,93,177,105,74,195,44,97,171,115,54,61,54,201,115,-,-,-
Queens,POINT (-73.75250126721374 40.60402338526252),84,84,Mott Avenue,Smith Place,Central Avenue,N,927,2468,1985,661,2785,2132,1362,2309,1208,891,2311,1734,735,1958,1850,892,1952,2222,727,1796,2056,868,1543,1736,820,1836,2116,1131,3664,1430,692,1338,2454,850,"2,119","1,983",658,"2,003","2,007",728,"1,629","1,618","1,451","3,319","2,154","1,017","2,827","2,025","1,084","2,030","1,150",730,1659,1574,729,"1,581","1,554",942,"1,791","1,580",851,"2,248","1,745",813,"1,644","1,614",655,"1,006","1,034","1,186","1,153",-,-,-
Queens,POINT (-73.91018834116498 40.69967093544046),85,85,Myrtle Avenue,Palmetto Street,Woodbine Street,Y,1245,5324,5741,1342,5867,5109,1358,6221,3214,1468,4978,3577,1316,5135,3101,1128,5053,3619,1238,4634,3218,1541,5641,2977,1296,5433,3383,1349,5349,3560,1397,3596,3082,"1,378","4,588","3,706","1,389","4,999","3,702","1,487","4,681","3,449","1,322","4,948","3,167","1,572","4,351","3,291","1,481","3,756","2,562",1328,2141,2505,"1,346","4,035","2,505","1,350","4,110","2,605","1,458","4,242","2,709","1,271","3,736","2,391","1,565","3,514","2,133","2,978","2,106",990,"4,008","2,479"
Queens,POINT (-73.90192709081789 40.70048761323581),86,86,Myrtle Avenue,Weirfield Street,Centre Street,N,426,3161,3816,308,2797,5540,366,2892,2139,354,2980,2517,393,2719,2404,393,3305,2032,586,3877,3738,389,3363,2345,330,3107,2470,407,2949,2507,499,1704,2747,438,"2,654","3,476",406,"3,181","2,886",414,"2,953","3,020",454,"3,287","3,050",522,"2,789","2,535","1,139","2,415","2,466",1046,1948,2672,868,"2,668","1,297",934,"2,761","1,470",936,"2,820","2,164",880,"2,624","1,311","1,286","1,796","1,083","1,922","1,232",-,-,-
Queens,POINT (-73.80439743099372 40.76247070217478),87,87,Northern Boulevard,50' East of 161st Street,,N,302,706,596,306,912,545,174,556,456,254,540,440,104,511,304,114,672,421,258,692,614,234,816,462,314,1145,628,388,860,756,203,522,116,236,567,327,280,888,609,299,"1,030",571,243,947,562,307,965,415,306,946,640,301,1020,732,274,"1,145",850,357,725,594,288,"1,330",721,283,"1,245",659,278,"1,029",726,"1,027",619,-,-,-
Queens,POINT (-73.83274555228842 40.76053254069107),88,88,Prince Street,37th Avenue,38th Avenue,N,368,1048,1051,339,1011,1102,358,995,643,296,1060,1361,208,1007,856,256,1169,1164,278,913,1222,316,831,1065,252,1130,1319,255,835,1419,242,760,1208,312,"1,058","1,630",293,"1,210","1,442",296,"1,256","1,435",271,"1,360","1,509",372,"1,630","1,277",459,"2,163","1,694",376,1506,1676,330,"1,881","1,610",358,"1,985","2,005",349,"1,899","1,753",347,"2,299","1,754",354,"1,768","1,977","2,110","1,999",-,-,-
Queens,POINT (-73.82971390855914 40.71371948716977),89,89,Queens Boulevard,50' East of 80th Road,,N,6569,9070,2703,6876,8687,2452,3220,5656,1495,2356,4746,2273,1661,4302,954,1786,4323,1119,1769,5062,1212,2286,6977,1170,2415,4837,1033,2989,4926,1131,1634,2729,1071,"1,574","1,904","1,188","2,080","4,468","1,178","1,537","2,337","1,234","1,626","2,337",791,"1,704","2,503",648,"1,824","2,704",821,1947,2509,586,"1,561","2,338",754,"1,799","2,061",576,"1,695","2,496",788,"1,368","1,840",682,"1,682","2,433",941,"2,429",626,-,-,-
Queens,POINT (-73.8713031803217 40.73382228902954),90,90,Queens Boulevard,Woodhaven Boulevard,90th Street,N,434,2645,1790,395,2795,2180,481,3236,2362,612,2631,2014,368,2527,2591,322,3210,3145,365,2593,2092,492,2493,2529,356,2350,1985,444,2741,2811,1063,2576,2171,539,"2,286","2,181",382,"2,419","2,121",426,"2,290","2,182",383,"2,269","2,169",425,"2,108","1,656",331,"1,889","1,745",436,2035,1890,388,"2,028","1,632",455,"1,881","1,744",422,"2,045","1,584","1,066","1,950","1,957",452,"2,231","1,810","1,693","1,602",-,-,-
Queens,POINT (-73.9399858877832 40.75066362916967),91,91,Queens Plaza North & South,Crescent Street,27th Street,N,5036,6091,2204,5724,6082,1627,4996,6281,2758,5296,6031,1458,1952,2141,806,4255,5306,1297,4392,5254,2511,4687,5552,1088,4461,6346,1750,5250,7292,1007,2892,3350,1658,"3,868","4,027","1,811","5,298","8,052","2,443","5,780","7,274","2,341","4,787","7,410","2,584","5,338","6,707","1,655","4,221","6,634","2,653",5651,7769,2262,"6,222","8,748","4,257","5,493","9,476","1,952","6,045","10,126","2,665","5,531","8,837","4,890","6,879","12,100","4,082","10,531","3,578",-,-,-
Queens,POINT (-73.82818894237838 40.76005352048364),92,92,Roosevelt Avenue,Main Street,Union Street,N,7893,10566,4690,9198,12958,5163,3211,13346,7747,9044,13012,7078,9175,13802,8087,8688,15500,9745,10891,14219,7738,9123,14574,7311,9253,12881,8963,10759,14081,9210,3439,8189,7573,"4,331","13,446","10,237","4,380","9,307","6,221","3,491","12,451","8,076","3,029","13,480","7,503","3,955","12,683","7,966","4,236","14,272","8,461",3759,12940,8029,"3,485","12,573","7,617","3,749","11,927","8,070","3,516","11,835","7,373","3,415","12,440","8,216","3,266","12,760","7,344","12,321","7,303",-,-,-
Queens,POINT (-73.91804029865675 40.76015497952585),93,93,Steinway Street,31st Avenue,Broadway,N,1115,6495,4356,1127,5199,4348,1230,6034,4652,1127,5360,3893,995,5290,5311,1113,5796,3956,1026,5626,4956,1013,5506,3804,1124,5991,3917,1050,6733,3790,1120,4213,4488,"1,212","5,692","4,250","1,160","5,949","4,499","1,179","5,489","3,923","1,102","5,743","4,660","1,096","5,493","3,644",951,"5,907","4,299",1020,4615,3609,"1,081","5,044","3,570","1,047","4,622","3,362",964,"4,891","3,270","1,054","4,770","3,428","1,186","5,810","3,853","4,367","3,582",-,-,-
Queens,POINT (-73.8086047835953 40.70340462655149),94,94,Sutphin Boulevard,89th Avenue,90th Avenue,N,1076,2166,806,832,1664,812,320,1862,955,1424,2686,830,1093,2412,871,1148,2463,977,1192,2559,1610,1441,2823,1216,912,2254,1111,847,2789,1362,876,1310,1162,"1,514","1,975","1,038","1,249","2,761",967,"1,363","2,135","1,264","1,083","2,180","1,157","1,569","2,727","1,098","1,099","2,446","1,053",1257,2552,914,"1,059","2,443",734,"1,315","2,482","1,015","1,448","2,938","1,025","1,265","2,730",942,"1,411","3,385","1,179","2,468",841,-,-,-
Queens,POINT (-73.84840699076847 40.72272482164009),95,95,Yellowstone Boulevard,Queens Boulevard,Gerard Place,N,245,1272,776,242,1321,867,184,620,399,197,1444,333,195,564,344,188,540,381,263,652,431,225,671,426,258,1257,795,243,604,347,268,434,843,462,"1,080","1,051",334,713,444,421,705,439,251,687,356,357,768,399,281,887,468,343,992,429,352,689,456,354,718,467,339,876,470,288,781,369,307,557,321,528,361,-,-,-
Staten Island,POINT (-74.10857607699721 40.63017169829426),96,96,Forest Avenue,Regan Avenue,Davis Avenue,N,147,228,152,155,204,85,116,240,174,150,156,138,184,214,179,183,266,155,168,253,193,166,218,198,191,319,149,91,158,143,106,241,235,172,429,215,135,527,308,236,347,194,273,344,205,208,268,231,233,289,242,197,248,217,205,304,191,203,348,210,221,325,246,228,368,247,269,332,247,287,213,-,-,-
Staten Island,POINT (-74.1108725293572 40.57107102644234),97,97,New Dorp Lane,Hylan Boulevard,Clawson Street,N,240,347,432,330,314,348,235,571,389,425,728,567,413,814,704,675,880,684,541,909,578,580,846,574,376,689,484,502,752,428,462,544,439,611,578,719,513,770,476,603,608,454,425,462,386,365,461,431,496,616,484,515,708,405,530,559,411,529,571,403,555,545,363,531,654,420,603,636,364,502,409,-,-,-
Staten Island,POINT (-74.0752448014028 40.64298352630171),98,98,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,Y,840,1268,787,992,1465,669,1001,1871,753,1449,2078,883,1234,1981,737,1044,1439,770,741,1688,804,1213,1852,647,781,1624,838,1037,1407,654,1055,1053,741,"1,206","2,113",943,"1,153","1,738",907,"1,068","1,863",612,933,"1,771",829,"1,088","1,462",860,914,"2,046",470,947,2085,1032,"1,090","1,660",996,"1,148","1,758","1,056","1,105","1,687",992,"1,086","1,679","1,005","1,656","2,244","1,333","1,950","1,114","1,358","2,139","1,151"
